#integrated ctr data(1000uM pb on rcut hematite, zero inten free)
#h 	k 	l 	I 	Ier 	Bl 		DL
3.000 -0.000 -3.251 19.117 4.195 -7.000 6.000
3.000 -0.000 -3.171 20.771 4.410 -7.000 6.000
3.000 -0.000 -3.091 20.363 4.246 -7.000 6.000
3.000 -0.000 -2.931 20.627 4.179 -7.000 6.000
3.000 -0.000 -2.851 19.269 4.135 -7.000 6.000
3.000 -0.000 -2.771 18.178 3.544 -7.000 6.000
3.000 -0.000 -2.691 18.022 3.657 -7.000 6.000
3.000 -0.000 -2.611 17.136 3.814 -7.000 6.000
3.000 -0.000 -2.531 14.609 3.587 -7.000 6.000
3.000 -0.000 -2.451 11.937 3.332 -7.000 6.000
3.000 -0.000 -2.371 10.585 3.278 -7.000 6.000
3.000 -0.000 -2.291 8.665 3.416 -7.000 6.000
3.000 -0.000 -2.211 9.403 3.505 -7.000 6.000
3.000 -0.000 -2.131 10.129 3.477 -7.000 6.000
3.000 -0.000 -2.051 10.485 3.006 -7.000 6.000
3.000 -0.000 -1.971 11.502 3.675 -7.000 6.000
3.000 -0.000 -1.891 12.921 3.571 -7.000 6.000
3.000 -0.000 -1.811 14.480 3.674 -7.000 6.000
3.000 -0.000 -1.731 15.984 3.794 -7.000 6.000
3.000 -0.000 -1.651 16.563 3.974 -7.000 6.000
3.000 -0.000 -1.571 18.751 4.003 -7.000 6.000
3.000 -0.000 -1.491 20.390 4.369 -7.000 6.000
3.000 -0.000 -1.411 20.935 4.516 -7.000 6.000
3.000 -0.000 -1.331 24.056 4.922 -7.000 6.000
3.000 -0.000 -1.278 26.017 5.308 -7.000 6.000
3.000 -0.000 -1.251 27.564 5.790 -7.000 6.000
3.000 -0.000 -1.224 30.033 5.805 -7.000 6.000
3.000 -0.000 -1.198 33.097 6.321 -7.000 6.000
3.000 -0.000 -1.171 37.023 7.350 -7.000 6.000
3.000 -0.000 -1.144 42.684 7.678 -7.000 6.000
3.000 -0.000 -1.118 50.412 8.055 -7.000 6.000
3.000 -0.000 -1.091 69.136 8.949 -7.000 6.000
3.000 -0.000 -0.931 19.189 5.661 -7.000 6.000
3.000 -0.000 -0.904 14.451 5.561 -7.000 6.000
3.000 -0.000 -0.718 10.246 3.390 -7.000 6.000
3.000 -0.000 -0.691 9.407 2.859 -7.000 6.000
3.000 -0.000 -0.611 8.337 2.320 -7.000 6.000
3.000 0.000 0.611 9.537 2.432 1.000 6.000
3.000 0.000 0.691 10.103 3.123 1.000 6.000
3.000 0.000 0.718 11.142 3.474 1.000 6.000
3.000 0.000 0.878 24.487 5.381 1.000 6.000
3.000 0.000 0.904 40.791 6.795 1.000 6.000
3.000 0.000 0.931 51.204 7.737 1.000 6.000
3.000 0.000 1.064 88.532 10.050 1.000 6.000
3.000 0.000 1.091 59.101 8.406 1.000 6.000
3.000 0.000 1.118 47.693 7.723 1.000 6.000
3.000 0.000 1.144 39.398 7.305 1.000 6.000
3.000 0.000 1.171 35.508 7.044 1.000 6.000
3.000 0.000 1.198 30.619 6.417 1.000 6.000
3.000 0.000 1.224 28.590 5.889 1.000 6.000
3.000 0.000 1.251 27.162 5.662 1.000 6.000
3.000 0.000 1.278 25.150 5.307 1.000 6.000
3.000 0.000 1.331 23.704 4.745 1.000 6.000
3.000 0.000 1.411 20.867 4.564 1.000 6.000
3.000 0.000 1.491 19.790 4.187 1.000 6.000
3.000 0.000 1.571 17.706 4.110 1.000 6.000
3.000 0.000 1.651 16.422 3.888 1.000 6.000
3.000 0.000 1.731 15.191 3.596 1.000 6.000
3.000 0.000 1.811 13.967 4.120 1.000 6.000
3.000 0.000 1.891 13.174 3.621 1.000 6.000
3.000 0.000 1.971 11.983 3.679 1.000 6.000
3.000 0.000 2.051 10.516 3.405 1.000 6.000
3.000 0.000 2.131 10.189 3.317 1.000 6.000
3.000 0.000 2.211 11.402 3.537 1.000 6.000
3.000 0.000 2.291 13.137 3.622 1.000 6.000
3.000 0.000 2.371 15.336 4.132 1.000 6.000
3.000 0.000 2.451 16.119 4.269 1.000 6.000
3.000 0.000 2.531 16.984 4.047 1.000 6.000
3.000 0.000 2.611 18.774 3.978 1.000 6.000
3.000 0.000 2.691 19.071 4.216 1.000 6.000
3.000 0.000 2.771 19.539 4.361 1.000 6.000
3.000 0.000 2.851 21.331 4.198 1.000 6.000
3.000 0.000 2.931 20.821 4.267 1.000 6.000
3.000 0.000 3.091 21.808 5.146 1.000 6.000
3.000 0.000 3.171 21.714 4.838 1.000 6.000
3.000 0.000 3.251 21.507 4.133 1.000 6.000
3.000 0.000 3.331 19.936 4.858 1.000 6.000
3.000 0.000 3.411 20.584 5.049 1.000 6.000
3.000 0.000 3.491 20.571 4.960 1.000 6.000
3.000 0.000 3.571 19.417 4.998 1.000 6.000
3.000 0.000 3.651 18.971 5.001 1.000 6.000
3.000 0.000 3.731 19.885 5.101 1.000 6.000
3.000 0.000 3.811 19.502 4.834 1.000 6.000
3.000 0.000 3.891 18.714 5.405 1.000 6.000
3.000 0.000 3.971 18.655 5.507 1.000 6.000
3.000 0.000 4.051 17.148 5.767 1.000 6.000
3.000 0.000 4.131 16.398 5.907 1.000 6.000
3.000 0.000 4.211 14.937 5.919 1.000 6.000
3.000 0.000 4.291 13.478 6.226 1.000 6.000
3.000 0.000 4.371 12.439 7.111 1.000 6.000
3.000 0.000 5.811 20.505 8.080 1.000 6.000
3.000 0.000 5.891 20.129 8.155 1.000 6.000
3.000 0.000 5.971 19.460 7.747 1.000 6.000
3.000 0.000 6.051 19.964 6.986 1.000 6.000
3.000 0.000 6.131 19.582 6.871 1.000 6.000
3.000 0.000 6.211 19.111 7.454 1.000 6.000
3.000 0.000 6.291 21.289 7.422 1.000 6.000
3.000 0.000 6.371 19.915 7.271 1.000 6.000
3.000 0.000 6.451 20.013 6.587 1.000 6.000
3.000 0.000 6.531 19.970 6.739 1.000 6.000
3.000 0.000 6.611 23.243 6.783 1.000 6.000
3.000 0.000 6.691 22.129 6.541 1.000 6.000
3.000 0.000 6.771 23.411 6.970 1.000 6.000
3.000 0.000 6.851 27.052 7.014 1.000 6.000
3.000 0.000 6.931 43.713 7.773 1.000 6.000
3.000 0.000 7.011 85.442 9.441 1.000 6.000
3.000 0.000 7.091 32.377 9.188 1.000 6.000
3.000 0.000 7.171 28.069 9.144 1.000 6.000
3.000 0.000 7.251 24.005 9.103 1.000 6.000
3.000 0.000 7.331 17.965 7.496 1.000 6.000
3.000 0.000 7.411 18.265 8.265 1.000 6.000
3.000 0.000 7.491 18.741 8.147 1.000 6.000
